accel_x_mean,accel_x_std,accel_x_max,accel_x_min,accel_x_range,accel_y_mean,accel_y_std,accel_y_max,accel_y_min,accel_y_range,accel_z_mean,accel_z_std,accel_z_max,accel_z_min,accel_z_range,gyro_x_mean,gyro_x_std,gyro_x_max,gyro_x_min,gyro_x_range,gyro_y_mean,gyro_y_std,gyro_y_max,gyro_y_min,gyro_y_range,gyro_z_mean,gyro_z_std,gyro_z_max,gyro_z_min,gyro_z_range,accel_magnitude_mean,accel_magnitude_std,gyro_magnitude_mean,gyro_magnitude_std,accel_x_zero_crossings,accel_y_zero_crossings,accel_z_zero_crossings,accel_energy,gyro_energy,label
-0.16767999999999997,0.16125600019844222,0.2847,-0.5269,0.8116000000000001,-0.054336,0.2898902356134128,0.5581,-0.9546,1.5127000000000002,0.7512440000000001,0.46247955421185916,2.3496,-0.0386,2.3882000000000003,1.8676719999999996,17.12198930232162,30.3345,-38.0249,68.3594,-13.432612,20.97228166840833,10.7422,-66.1011,76.8433,-141.29029,13.58215724621461,-117.3706,-178.1006,60.72999999999999,0.8482298689966625,0.44706800885536985,144.60504361637106,12.398579932493288,11,25,2,45.968185760000004,1053217.17118175,crazy
-0.17836399999999997,0.16590232398613347,0.2847,-0.5718,0.8565,-0.065702,0.28526780083984243,0.5913,-0.9546,1.5459,0.8155579999999999,0.4427759262155069,2.3496,0.1323,2.2173000000000003,1.3513179999999994,16.980288358313473,30.3345,-38.0249,68.3594,-13.559566,20.77193387618601,10.7422,-66.1011,76.8433,-147.977302,16.77476591594041,-120.4834,-197.5098,77.02640000000001,0.900695723532004,0.4415476807901494,151.07245984139956,16.164092190287366,11,26,0,50.31085704,1154208.29994337,crazy
-0.1947,0.18207615220011653,0.2847,-0.5791,0.8637999999999999,-0.077068,0.30483334754583524,0.5913,-0.9546,1.5459,0.9228559999999999,0.5310377836500901,2.5293,0.1099,2.4194,0.8618179999999999,17.106566128252506,30.3345,-41.8701,72.2046,-13.14819,18.73918972302965,9.1553,-58.1055,67.2608,-158.14087600000002,20.01593096897129,-120.4834,-209.8389,89.35549999999999,1.0155956631753802,0.5216823122738201,160.73228325825502,19.791835182905114,12,22,0,65.17934929999998,1311329.18106596,crazy
-0.20347400000000002,0.20157050856710165,0.2847,-0.5918,0.8765000000000001,-0.07024999999999998,0.27815174365802564,0.5913,-0.9546,1.5459,1.0116420000000002,0.61733196388653,2.6816,0.1099,2.5717,0.24780599999999978,17.40631255533934,18.6157,-41.8701,60.4858,-10.612788000000002,16.217338123719813,9.1553,-54.5044,63.6597,-167.877206,19.266227178992878,-134.5825,-212.9517,78.36919999999998,1.0952684968140078,0.6076520412923695,169.85056592442209,19.580692244462476,15,20,0,78.44270417,1461630.91268094,crazy
-0.22465800000000002,0.20512566986118533,0.2847,-0.5918,0.8765000000000001,-0.09100200000000001,0.23384701023532456,0.5913,-0.5889,1.1802000000000001,1.0022019999999998,0.6058357085844314,2.6816,0.1099,2.5717,1.26465,16.660327678221098,18.1885,-41.8701,60.0586,-11.077876000000002,16.29501291278482,9.1553,-54.5044,63.6597,-176.47949799999998,17.253567802370497,-140.564,-212.9517,72.3877,1.0862995249263987,0.5889929051734667,178.34151508293243,17.447505685185483,15,22,0,76.34796501,1605505.5728355201,crazy
-0.24053000000000002,0.20746981009293858,0.2266,-0.5918,0.8184,-0.08739,0.2391887909162969,0.4766,-0.5889,1.0655000000000001,1.093182,0.6728017600125612,2.8892,0.1099,2.7793,1.6479500000000002,15.812340304954862,16.1743,-41.8701,58.044399999999996,-10.648186,14.207379075804376,9.1553,-38.5132,47.668499999999995,-183.07739599999996,14.326041986759078,-164.1235,-214.2334,50.10989999999998,1.1774573553765806,0.6534905986084183,184.57962070558534,14.863087019386324,15,22,0,90.67278931,1714527.3867781803,crazy
-0.24689,0.2072626181924758,0.2266,-0.5918,0.8184,-0.09479399999999999,0.22883087851948652,0.4766,-0.5889,1.0655000000000001,1.149768,0.6959839375847693,2.9673,0.1758,2.7914999999999996,1.750488,15.209538812464235,17.7612,-37.7197,55.480900000000005,-10.0122,13.252303947042568,7.9956,-38.5132,46.508799999999994,-185.02197599999997,14.267587556928607,-166.687,-215.7593,49.072299999999984,1.2281936840409784,0.680560289821445,186.35278292985447,14.818837329849236,15,23,0,98.58110168,1747347.8822754999,crazy
-0.256442,0.20818594389631592,0.2266,-0.6519,0.8785000000000001,-0.09565000000000001,0.240667232709399,0.4766,-0.5889,1.0655000000000001,1.167562,0.7014552199221273,2.9673,0.1758,2.7914999999999996,2.2973600000000003,14.705207729848635,19.4092,-37.7197,57.1289,-9.034419999999999,12.847155173811826,7.9956,-38.5132,46.508799999999994,-186.44042799999997,14.142424143915921,-167.0532,-215.7593,48.70609999999999,1.2469959304919087,0.6902283134851963,187.6565927019235,14.60259248003579,17,24,0,101.57069877,1771411.62458168,crazy
-0.27002400000000004,0.1909511765452101,0.2266,-0.6519,0.8785000000000001,-0.055268,0.25496317494100984,0.7402,-0.5889,1.3291,1.2655120000000002,0.7609637977302205,2.9673,0.1758,2.7914999999999996,2.324218,14.374801463153362,19.4092,-37.7197,57.1289,-8.489983999999998,12.091281322099158,10.1929,-38.5132,48.7061,-187.00317000000004,14.12692716177513,-167.0532,-215.7593,48.70609999999999,1.3419049078622174,0.7465345448506007,188.1174703280805,14.556401931581474,16,20,0,117.90113041999999,1780003.5739914998,crazy
-0.277494,0.17516944871752038,0.2266,-0.6519,0.8785000000000001,-0.08594199999999999,0.2484170977126977,0.7402,-0.5732,1.3134000000000001,1.19909,0.7054554583387954,2.9673,0.2651,2.7022,2.618408,15.996226769320819,31.25,-37.7197,68.9697,-8.728026,14.141921711645981,10.1929,-47.8516,58.0445,-188.222654,14.792976370862084,-167.0532,-221.4966,54.4434,1.2784643456168525,0.691228968133189,189.61050994312097,15.27618626121178,12,18,0,105.61342847000002,1809275.36737888,crazy
-0.291028,0.15342406726455923,0.1001,-0.6519,0.752,-0.073978,0.2535632956797967,0.7402,-0.5732,1.3134000000000001,1.116466,0.6358815136831704,2.9321,0.2651,2.6670000000000003,3.32398,15.990658547051774,31.25,-37.7197,68.9697,-9.03198,14.535058222229452,10.1929,-47.8516,58.0445,-191.11816,15.007131938141944,-167.0532,-225.0977,58.0445,1.2052964914934874,0.6132742671867863,192.54275437371663,15.435265240022053,10,19,0,91.44224796,1865547.98374236,crazy
-0.292168,0.12152987688630315,0.0806,-0.4868,0.5674,-0.08116799999999999,0.277294282984702,0.7402,-0.6245,1.3647,1.040388,0.5611180223945761,2.9321,0.2651,2.6670000000000003,4.0979019999999995,15.672898326518807,31.25,-31.9824,63.2324,-10.218508,15.434052456796174,10.1929,-47.8516,58.0445,-193.657226,14.783397513789717,-173.2178,-226.3794,53.16159999999999,1.1416295319901808,0.5268345585550368,195.18916255980693,15.09706153551912,6,17,0,79.04363201999999,1916336.5223903002,crazy
-0.30049,0.1256466366442015,0.0806,-0.6055,0.6861,-0.113514,0.29212369983279346,0.7402,-0.6245,1.3647,0.9695359999999998,0.43654142885183306,2.1421,0.2651,1.8770000000000002,4.487306,16.020235639021166,31.25,-31.9824,63.2324,-10.526127999999998,15.89322556493854,10.3149,-47.8516,58.1665,-196.04492399999995,14.402171028265984,-174.3774,-226.3794,52.00200000000001,1.0803764631578876,0.40946083311405235,197.65182257531706,14.661843122417961,4,20,0,66.74357380000001,1964060.6305545499,crazy
-0.29311,0.15053470463650565,0.1104,-0.6055,0.7159,-0.09852400000000001,0.26595169453116857,0.647,-0.6245,1.2715,0.9930119999999999,0.5059646863724779,2.2783,0.1875,2.0908,4.47754,14.981903799691148,26.6113,-29.541,56.1523,-10.334478,13.993618709801837,10.3149,-40.3442,50.6591,-197.8064,13.771828228946221,-180.0537,-226.3794,46.32570000000001,1.0954225236893145,0.48076401944626934,199.15782398633598,14.153617374997859,7,20,0,71.55422739000001,1993208.18698851,crazy
-0.288022,0.13939870772715218,0.1104,-0.6055,0.7159,-0.160108,0.27444367716527923,0.647,-0.6484,1.2953999999999999,0.998632,0.5061846814908566,2.2783,0.1875,2.0908,4.705811999999999,14.422264591424469,23.5596,-29.541,53.1006,-10.579844000000001,13.970423522286788,10.3149,-40.2222,50.5371,-197.620854,13.870406972100133,-180.0537,-226.3794,46.32570000000001,1.104289979467762,0.4872114738458956,198.95297331079098,14.190022939991673,6,14,0,72.84156895,1989182.1170120903,crazy
-0.282276,0.1674330248905514,0.1128,-0.6055,0.7183,-0.182882,0.2951846186304429,0.647,-1.0049,1.6519,1.012744,0.5600202000499624,2.6108,0.062,2.5488,4.243168,14.47053277911273,23.5596,-31.4331,54.9927,-10.876472,14.6156199826903,10.3149,-47.9736,58.2885,-197.42676199999997,14.440106735379626,-179.2603,-227.8442,48.5839,1.1267965498965458,0.5457984171296589,198.81496275802962,14.756978148993891,9,14,0,78.37831884999999,1987257.8910283302,crazy
-0.287772,0.16358671833617788,0.1128,-0.5483,0.6611,-0.197714,0.2692021114404566,0.3896,-1.0049,1.3944999999999999,1.01674,0.6011804481185328,2.6108,0.062,2.5488,3.4692440000000007,13.951989142343251,20.6299,-31.4331,52.063,-10.541998000000001,13.61856754529624,7.8735,-47.9736,55.8471,-198.02124000000003,14.688787828993924,-179.2603,-233.1543,53.894000000000005,1.128984610971298,0.5845561119259528,199.26220234985274,15.034608491296078,8,13,0,80.81560498999998,1996573.23689001,crazy
-0.301062,0.1756555218488733,0.1196,-0.6943,0.8139000000000001,-0.25250799999999995,0.2347383239609587,0.2783,-1.0049,1.2832,1.101542,0.6915351563268494,3.0063,0.0537,2.9526,3.2873560000000004,13.84030443754992,20.6299,-31.4331,52.063,-9.555666,13.315362672726717,7.8735,-47.9736,55.8471,-200.844724,15.805489502265472,-179.2603,-238.5864,59.3261,1.2181680804361705,0.6693562123462035,201.9925677407794,16.07450175693247,7,10,0,96.59856056,2052969.35146235,crazy
-0.320034,0.1749028411547394,0.1196,-0.6943,0.8139000000000001,-0.17879399999999998,0.24271049866868138,0.3198,-1.0049,1.3247,1.130922,0.8330304583363084,3.0063,-1.1328,4.1391,1.473388,13.566504441817575,18.8599,-31.4331,50.293,-8.640134,13.67708634055675,10.8032,-47.9736,58.776799999999994,-204.10888399999996,15.77290970468493,-179.2603,-238.5864,59.3261,1.3084682825836345,0.6962208799458931,205.1851163371517,16.00702231086442,6,15,4,109.84063800999999,2117857.83647755,crazy
-0.31795200000000007,0.1859046650732574,0.2505,-0.6943,0.9448000000000001,-0.11374400000000001,0.21490677156385746,0.3442,-0.5688,0.913,1.149374,0.9537979435519872,3.2114,-1.2603,4.4717,-2.918702,14.345463229599664,18.0664,-36.499,54.565400000000004,-5.966796,15.203038926385211,24.292,-42.1753,66.4673,-208.03466599999996,14.41692150411606,-184.5703,-238.5864,54.016099999999994,1.3824504566592717,0.7172157839050749,209.1596721223608,14.817139561782355,8,19,8,121.27838729,2198365.8033563397,crazy
-0.313312,0.197424900800279,0.2505,-0.6943,0.9448000000000001,-0.039388000000000006,0.23489375099393345,0.4756,-0.5688,1.0444,1.07137,1.052082387125647,3.2114,-1.5044,4.7158,-2.896728,14.84953360508053,23.7427,-36.499,60.2417,-4.8242199999999995,16.98395444151921,24.292,-46.1426,70.4346,-211.46729,13.205723054513145,-187.0728,-238.5864,51.5136,1.4107875194235089,0.6769468892305087,212.72626080798705,13.452557840919171,10,17,12,122.42892579,2271671.66749055,crazy
-0.318824,0.19755416022954314,0.2505,-0.71,0.9604999999999999,-0.0038219999999999977,0.21944568374884935,0.4756,-0.3901,0.8657,1.091242,1.050342187306594,3.2114,-1.5044,4.7158,-3.304444,14.374330224190064,23.7427,-36.499,60.2417,-2.7282780000000004,16.935442472628697,24.292,-46.1426,70.4346,-212.21558000000005,12.59603641849292,-190.918,-238.5864,47.66839999999999,1.4276776784193124,0.6667920699462782,213.4082645790079,12.76003799762272,10,20,12,124.14376090000002,2285295.29801623,crazy
-0.36123000000000005,0.20223249120752085,0.2505,-0.75,1.0005,-0.008275999999999995,0.2352586470759364,0.5298,-0.498,1.0278,1.229186,0.9831677631025135,3.3013,-1.5044,4.8057,-1.7919920000000003,14.786213585091215,23.7427,-36.499,60.2417,-1.4856040000000001,15.699724126569357,24.292,-46.1426,70.4346,-212.058108,12.429311475634359,-190.8569,-238.0981,47.24119999999999,1.494695470807426,0.6857133068183568,213.1517961937333,12.648021034548965,8,19,8,135.21586448,2279683.0328352596,crazy
-0.38436600000000004,0.17515425385642222,0.1523,-0.75,0.9023,0.032168,0.25129546946970616,0.5298,-0.498,1.0278,1.333534,0.8836298484342864,3.3013,-1.5044,4.8057,2.5231920000000003,13.826630920608824,23.7427,-29.6021,53.3448,-1.851814,13.108461189399922,22.4609,-46.1426,68.6035,-212.164306,13.46147125300069,-190.6738,-241.394,50.720200000000006,1.5335666597995752,0.6707371809816226,213.02697868647806,13.682598101092466,4,19,4,140.0857533,2278385.3569542593,crazy
-0.4175519999999999,0.1529698051773617,-0.1328,-0.8008,0.6679999999999999,0.041476,0.2593156482436029,0.6343,-0.498,1.1322999999999999,1.4904459999999997,0.7405954283439778,3.3013,0.4487,2.8526,3.9331020000000008,13.330335282197368,19.5313,-29.6021,49.1334,-2.4426320000000006,9.415874860010408,20.3857,-22.522,42.9077,-212.095946,13.699431961496945,-190.6738,-241.394,50.720200000000006,1.5816187887147646,0.7315101999182528,212.75792815012522,13.936320730872273,0,24,0,151.83125826999998,2273007.8513123803,crazy
-0.4212879999999999,0.16842017294849213,-0.1167,-0.8008,0.6840999999999999,0.061726,0.27041224588394663,0.6343,-0.498,1.1322999999999999,1.4987139999999999,0.7414063711649637,3.3013,0.3433,2.9579999999999997,4.704582,14.446552269184366,22.2778,-29.6021,51.8799,-3.046876,8.621954417405835,12.4512,-22.522,34.9732,-212.33764399999995,14.421882785325364,-189.7583,-242.2485,52.490200000000016,1.5942648844376868,0.7327539523256688,213.0582988559121,14.69301081349356,0,25,0,153.93044382,2280486.1639070297,crazy
-0.41013800000000006,0.16218700674221717,-0.1167,-0.8008,0.6840999999999999,0.145726,0.25825488635067484,0.6343,-0.4194,1.0537,1.552832,0.7732537284591648,3.2925,0.3433,2.9492,5.610348,13.873419953035949,22.2778,-28.8086,51.0864,-3.599856,8.808464257818386,13.1836,-22.522,35.7056,-212.52441,13.973873503796293,-189.7583,-242.2485,52.490200000000016,1.6444276375866205,0.7664957606805702,213.24567448416457,14.236294883793393,0,30,0,164.58290032,2283819.4889112297,crazy
-0.42560000000000003,0.17516662695844776,-0.1167,-0.8901,0.7734,0.14963200000000001,0.2690470148059629,0.7007,-0.4194,1.1200999999999999,1.54066,0.7913434306292054,3.2925,0.3433,2.9492,5.947261999999999,13.81644981647442,25.0244,-28.8086,53.833,-2.7331540000000003,8.074764274657435,13.1836,-15.9912,29.174799999999998,-213.387448,13.67816096419749,-189.7583,-243.8354,54.0771,1.6397175005938536,0.7859891334148619,214.07230131673626,13.902554440766353,0,32,0,165.32261997999998,2301011.5605511,crazy
-0.42727999999999994,0.18037550942409006,-0.1167,-0.8901,0.7734,0.11862599999999997,0.28526304198756625,0.7847,-0.4194,1.2041,1.524496,0.8108256858190915,3.48,0.3433,3.1367,5.6433100000000005,14.068606135509658,25.3296,-28.8086,54.1382,-2.36084,8.270103365472526,13.1836,-15.9912,29.174799999999998,-214.41405999999998,13.944947194435697,-189.7583,-244.3237,54.56540000000001,1.6241403271992645,0.8088542502608652,215.104814028607,14.195438041532405,0,33,0,164.60385003,2323579.57397363,crazy
-0.4272140000000001,0.1838861898131559,-0.0527,-0.8901,0.8374,0.109194,0.3104510875548675,0.7847,-0.4312,1.2159,1.582206,0.8305637876551085,3.48,0.6074,2.8726,5.609136000000001,13.294319121967249,25.3296,-28.0762,53.4058,-2.084962,8.509404625257634,16.9678,-17.0898,34.0576,-215.412596,13.400050036443297,-194.3359,-244.3237,49.98779999999999,1.6835259742102784,0.8267898559847792,216.05969260814757,13.613061658281769,0,32,0,175.89205859,2343355.3108819695,crazy
-0.442402,0.1984676653664269,-0.0527,-0.9355,0.8828,0.08673599999999998,0.3051561238186119,0.7847,-0.4312,1.2159,1.59291,0.8507252440711983,3.48,0.5171,2.9629,5.551762,13.301734466540669,25.3296,-25.8789,51.2085,-2.250976,8.858112613476079,18.9209,-19.104,38.0249,-216.591796,13.596298275206527,-194.397,-245.1782,50.78120000000001,1.6960994345667606,0.8485839701893472,217.24910083104328,13.819727296361004,0,33,0,179.84240232000002,2369407.8337221304,crazy
-0.445584,0.2074720350890693,-0.0527,-1.0127,0.96,0.050938,0.2870699976591075,0.7847,-0.4312,1.2159,1.621672,0.8482950019987151,3.48,0.5171,2.9629,5.017092,13.29118574890653,25.3296,-25.8789,51.2085,-1.7077659999999997,9.1788976926777,18.9209,-19.104,38.0249,-217.34253,13.471780625904657,-194.397,-245.1782,50.78120000000001,1.7172848956916702,0.8526140292238035,217.99132201299722,13.712884648058232,0,32,0,183.80090479,2385412.98391726,crazy
-0.454974,0.20705040430774335,-0.0527,-1.0127,0.96,0.01461199999999999,0.26114765068060636,0.6904,-0.4312,1.1216,1.662628,0.8250912545991504,3.48,0.3887,3.0913,4.263914000000001,13.161081344555395,24.9023,-27.71,52.612300000000005,-0.5590840000000001,9.668296974118245,18.9209,-19.104,38.0249,-217.78198200000003,13.164562960321776,-194.397,-245.1782,50.78120000000001,1.7526830767115087,0.8315601565786325,218.42088124832165,13.408937413060801,0,31,0,188.16951307,2394374.0483920397,crazy
-0.45846200000000004,0.18285714740200887,-0.0991,-1.0127,0.9136,0.004429999999999998,0.23024447376647283,0.5786,-0.4297,1.0083,1.631586,0.7770944691631771,3.3999,0.3887,3.0112,3.65478,13.42779395135329,24.9023,-27.71,52.612300000000005,-0.22094800000000006,9.952820144808003,19.8975,-19.104,39.0015,-219.35912999999996,13.091804749235303,-197.2046,-246.8872,49.68260000000001,1.7182104807654124,0.7812539392463181,220.00676277727342,13.402168194569153,0,28,0,178.13024868999997,2429129.6890025497,crazy
-0.444838,0.16330128828640636,-0.0991,-1.0127,0.9136,0.012323999999999996,0.22292744071558349,0.5786,-0.4297,1.0083,1.57661,0.7641870261264581,3.3999,0.3887,3.0112,3.8989180000000005,13.659864858302077,24.9023,-28.3813,53.2836,-0.9057679999999999,9.393442386078492,19.8975,-23.3765,43.274,-220.793456,14.054299330185907,-197.2046,-255.5542,58.34960000000001,1.6640747567492784,0.7582432253240583,221.4315571741169,14.359306201219647,0,27,0,167.20387924,2461906.2093567303,crazy
-0.434168,0.14326108674723922,-0.0991,-1.0127,0.9136,0.0046860000000000035,0.24846030589210824,0.4893,-0.7261,1.2154,1.5422220000000002,0.7336963642515888,3.3677,0.3887,2.979,3.8622999999999994,13.238800021119738,20.3247,-28.3813,48.706,-1.730958,9.34516352518435,19.8975,-23.3765,43.274,-222.235106,14.61177059541259,-198.9746,-255.5542,56.5796,1.6342708856292034,0.7188169433066661,222.84306965921917,14.947373274926283,0,27,0,159.37695628,2494122.8831481803,crazy
